Frame No,Marker No,Top left,,Top Right,,Bottom Right,,Bottm Left,,Top left,,Top Right,,Bottom Right,,Bottm Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
234,3,394.837,411.038,440.665,410.921,443.572,445.176,398.268,445.439,0.3084664063,0.4291138889,0.3442695313,0.4292763889,0.346540625,0.3817,0.311146875,0.3813347222
234,4,924.415,394.245,962.714,392.549,960.677,424.135,922.597,427.002,0.7221992188,0.4524375,0.7521203125,0.4547930556,0.7505289063,0.4109236111,0.7207789063,0.4069416667
235,1,384,138.917,431,134.292,431,170.383,384,174.035,0.3,0.8070597222,0.33671875,0.8134833333,0.33671875,0.7633569444,0.3,0.7582847222
235,2,926.521,134.75,965.354,138.94,966.546,171.642,927.6,168.54,0.7238445313,0.8128472222,0.7541828125,0.8070277778,0.7551140625,0.7616083333,0.7246875,0.7659166667
235,3,394.953,411.037,440.813,410.921,443.543,445.235,398.342,445.6,0.3085570313,0.4291152778,0.3443851563,0.4292763889,0.3465179688,0.3816180556,0.3112046875,0.3811111111
235,4,924.673,394.283,962.993,392.486,960.71,424.017,922.584,427.012,0.7224007813,0.4523847222,0.7523382813,0.4548805556,0.7505546875,0.4110875,0.72076875,0.4069277778
236,1,384.108,138.859,430.81,134.316,430.536,170.365,383.798,174.19,0.300084375,0.8071402778,0.3365703125,0.81345,0.33635625,0.7633819444,0.2998421875,0.7580694444
236,2,926.202,134.921,965.143,138.824,966.327,171.601,927.494,168.59,0.7235953125,0.8126097222,0.7540179688,0.8071888889,0.7549429688,0.7616652778,0.7246046875,0.7658472222
236,3,394.656,411.035,440.503,410.923,443.221,445.205,398.125,445.636,0.308325,0.4291180556,0.3441429688,0.4292736111,0.3462664063,0.3816597222,0.3110351563,0.3810611111
236,4,924.474,394.263,962.672,392.399,960.552,423.923,922.36,427.032,0.7222453125,0.4524125,0.7520875,0.4550013889,0.75043125,0.4112180556,0.72059375,0.4069
